CMPD_CHEMBLID,exp,smiles
CHEMBL1917441,99.64,Cc1ccc2c(c1)c(Sc3cccc(Cl)c3)c(C)n2CC(=O)O
CHEMBL1426782,97.32,Cc1sc2N(CC(=O)NCc3occc3)C(=O)N(C(=O)c2c1C)c4ccc(F)cc4
CHEMBL152640,96,Cc1cc(C)c(C)c(Cn2ccc3c(\C=N\NC(=O)c4ccc(O)c(c4)C#N)cccc23)c1C
CHEMBL1537460,99.76,COc1ccccc1C(=O)Nc2ccc(Cc3ccncc3)cc2
CHEMBL1852508,69.61,Cc1cc(nn1C[C@H](O)CN)c2ccc(Cl)c(c2)C(=O)NCC3(O)CCCCCC3
CHEMBL1944693,94.06,COc1ccccc1CCNCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2
CHEMBL2062569,97.91,CC(=O)Nc1cc2c(ccn2c3cc(NC4CC4)n5ncc(C#N)c5n3)cc1C
CHEMBL1431692,99.58,CC(=O)Nc1ccc(Nc2cc(C)nc3c(cnn23)c4ccccc4)cc1
CHEMBL1916282,98.89,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3)C(C)(C)C
CHEMBL1951072,95.63,COc1cc(OC)c(cc1NC(=O)C)S(=O)(=O)N2C(C)Cc3ccccc23
CHEMBL2179283,99.01,CCCC(C)(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
CHEMBL2205509,95.91,CC(C)COc1ccc(cc1C#N)c2cc(O)nc(N)n2
CHEMBL1950848,73.81,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3ccccc3F)C2
CHEMBL1322390,99.94,COc1ccc2nc(NC(=O)CCc3ccc(OC)c(OC)c3)sc2c1
CHEMBL2017459,95.82,CCN(C(=O)c1oc(cc1)c2ccc(Cl)cc2)c3ccc(cc3)N4CCNCC4
CHEMBL2206784,99.18,Cc1csc(NC(=O)COc2ncnc3c2cnn3c4ccccc4Cl)n1
CHEMBL2113096,95.63,Cc1nccn1c2sc(Nc3cnccn3)nc2c4cccc(c4)C#N
CHEMBL33899,99.67,CC\C(=C(/c1ccccc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3
CHEMBL380192,99.73,CC(C)CC1=NN(C)C(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc12
CHEMBL1650732,45.98,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)cc(n1)N3CCOCC3)c4ncc(F)cn4
CHEMBL1683036,93.67,COc1cc2nnc(C(=O)N)c(Nc3ccc(C)cc3F)c2cc1N4CCN(C)CC4
CHEMBL2147222,99.5,COc1ncc(cn1)c2cccc(F)c2CCNC(=O)c3ccc(OCCC(F)(F)F)nc3
CHEMBL2208434,98.17,O[C@H](CNC(=O)C1=CC(=O)Nc2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL235581,91.28,Clc1ccc(CC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4
CHEMBL1880028,98,ONC(=O)Cc1ccc(Oc2ccccc2)cc1
CHEMBL2335895,98.7,CC(NC(=O)C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1
CHEMBL174107,33.39,CSc1ccc(cc1)N2C(=NC(=NC2(C)C)N)N
CHEMBL522771,97.91,Cc1ncsc1C(=O)N(CC2=CC(=O)Nc3c(F)cccc23)c4cccc(Cl)c4
CHEMBL1381989,29.9,CC1(C)CNC(=O)c2sc(nc2C1)N3CCOCC3
CHEMBL2335897,95.12,C[C@@H](NC(=O)[C@H]1CCCCN1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2
CHEMBL51,90.32,Fc1ccc(cc1)C(=O)C2CCN(CCN3C(=O)Nc4ccccc4C3=O)CC2
CHEMBL1308362,99.05,Cc1ccc2cc(C)c3nnc(SCC(=O)N4CCN(CC4)C(=O)c5occc5)n3c2c1
CHEMBL1950843,73.36,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N(C)[C@H]2CCCN(CCc3ccccc3)C2
CHEMBL1557771,95.43,O=C(N1CCC(CC1)c2oc3ccccc3n2)c4ccccc4
CHEMBL296035,91.99,CCc1cccc2cc(oc12)C(O)CNC(C)(C)C
CHEMBL521815,71.05,CN1CCN(CC1)C(=O)c2cc(CC3=NNC(=O)c4ccccc34)ccc2F
CHEMBL1917456,96.26,Cc1c(Oc2ccc(Cl)cc2)c3c(NS(=O)(=O)C)cccc3n1CC(=O)O
CHEMBL1824039,97.91,FC(F)(F)Oc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1
CHEMBL205807,91.46,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ccccc34)c2C(=O)N5CC[C@@H](O)C5
CHEMBL2164373,98,FC(F)(F)Oc1ccc(CNC(=O)C2N(C3CCC(F)(F)CC3)C(=O)c4ccccc24)cc1
CHEMBL1963231,77.21,CC(C1CCCC1)(C(=O)O[C@@H]2CC[N+](C)(C)C2)c3ccccc3
CHEMBL1922054,92.95,Cc1ccc2nc(C[N+]34CCC(CC3)[C@H](C4)OC(=O)[C@@](C)(N5CCCCC5)c6ccccc6)oc2c1
CHEMBL1683026,96.72,COc1cc2nnc(C(=O)N)c(Nc3ccc(C)cc3F)c2cc1OC
CHEMBL1683033,98.09,CCOc1cc2nnc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1N4CCN(C)CC4
CHEMBL1766081,99.21,CC(C)OC(=O)N1CCC(CC1)Oc2ncnc(Oc3cccnc3C)c2C
CHEMBL570015,98.51,COc1cccc(Nc2c(cnc3c(C)cc(cc23)S(=O)(=O)c4cccc(c4)C(=O)N(C)C)C(=O)N)c1
CHEMBL2178933,97,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CCO)CC3
CHEMBL1294,85.48,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1
CHEMBL2179669,97.07,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(c4)C(F)(F)F)c3)C2)C(=O)NC1=O
CHEMBL435,71.99,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl
CHEMBL523829,65.06,CN1CCN(CC1)C(=O)c2cccc(CC3=NNC(=O)c4ccccc34)c2
CHEMBL81324,94.19,Clc1ccc(cc1)C(N2CCNCC2)c3ccccc3
CHEMBL2323239,99.77,O=C(CSC1=NC2=C(SCC2)C(=O)N1c3ccccc3)Nc4ncc(s4)c5ccccc5
CHEMBL565073,96.87,Fc1ccc(cc1)C(NC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)c5cccnc5
CHEMBL563498,96.34,Nc1nc(O)c(C#N)c(n1)c2ccccc2
CHEMBL211177,82.05,C[C@@H](CC(=O)OC(C)(C)C)NC(=O)C1=NO[C@H](C1)C(O)(C(F)(F)F)C(F)(F)F
CHEMBL1934419,79.17,C[C@H](NC(=O)c1c(C)nn(C2CCS(=O)(=O)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C
CHEMBL210884,89.49,COCCOc1nc(N)c2NC(=O)N(Cc3ccccc3)c2n1
CHEMBL215295,45.98,NC(=N)c1ccc(CNC(=O)C2(Cc3ccccc3C2)NC(=O)[C@H](NCC(=O)O)C4CCCCC4)cc1
CHEMBL495383,99.26,OCCc1cccc(NC(=O)c2cc3cc(Cl)ccc3[nH]2)c1
CHEMBL1934420,54.59,C[C@H](NC(=O)c1c(C)nn(C2CCN(C)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C
CHEMBL814,75.55,COCCCC\C(=N/OCCN)\c1ccc(cc1)C(F)(F)F
CHEMBL1916279,99.18,Cc1ccc(cc1)S(=O)(=O)Nc2c(C(=O)NCC(C)(C)C)c(C)nn2c3ccccc3
CHEMBL24646,89.05,COc1ccc(cc1)c2nc3cc(ccc3[nH]2)C4=NNC(=O)CC4C
CHEMBL2180024,95.12,CC1=NC(N=C1N)(c2ccc(F)cc2)c3cccc(c3)c4cccnc4
CHEMBL219861,75.12,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccccc34)c2C(=O)N5C[C@H](O)CO5
CHEMBL1683035,90.52,COc1cc2nnc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4
CHEMBL1078685,84.9,N#Cc1cc(ccn1)c2n[nH]c(n2)c3ccncc3
CHEMBL2177113,98.51,NC1=NC(c2cccc(c2)c3cncnc3)(c4ccnc(c4)C5CC5)c6cccc(F)c16
CHEMBL2325021,99.41,FC(F)(F)c1ccc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3ncns3)c(c1)c4ccnnc4
CHEMBL1683030,96.17,CCOc1cc2nnc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4
CHEMBL575448,97.91,C[C@]1(CCCN1c2nc(Nc3cc([nH]n3)C4CC4)c5cccn5n2)C(=O)Nc6ccc(F)nc6
CHEMBL32,30.88,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O
CHEMBL216981,98.21,CC[C@@H](NC1=C(Nc2cccc(C(=O)N(C)C)c2O)C(=O)C1=O)c3oc(C)cc3
CHEMBL1824029,88.82,CC(O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1
CHEMBL347164,93.53,COc1ccc(cc1)c2nc(nc(O)c2C#N)N3CCOCC3
CHEMBL165790,99.47,CC(C)Oc1ccc2C(=O)C(=COc2c1)c3ccccc3
CHEMBL1560,90.12,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
CHEMBL1097062,99.01,CC(C)NC(=O)C1=NN(C(=O)c2c(N)scc12)c3ccc(Cl)cc3
CHEMBL1458025,97.66,Cc1sc2ncnc(SCC(=O)N3CCN(CC3)C(=O)c4occc4)c2c1C
CHEMBL2048869,94.79,CCOc1cccc(\C=C\2/SC(=O)NC2=O)c1N3CCC[C@@H](N)C3
CHEMBL2062556,95.01,Nc1cc(nc2c(cnn12)C#N)c3ccccc3
CHEMBL403656,98.29,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C(=Cc13)C#N
CHEMBL493677,95.53,CC(C)(C)CCN1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1
CHEMBL631,92.95,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2
CHEMBL480813,99.4,COc1cc2c(Nc3cccc(Cl)c3Cl)c(cnc2cc1NCCN4CCCCC4)C(=O)N
CHEMBL206200,79.17,COCCNc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1
CHEMBL1491,98.09,CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C
CHEMBL1939560,89.05,C[C@@H](N(CC1CCS(=O)(=O)CC1)C(=O)Cc2ccc(c(F)c2)C(F)(F)F)C3=Nc4ncccc4C(=O)N3c5ccc(Cl)cc5
CHEMBL162203,98.89,Cc1cccc(n1)c2nc3cc(Cl)ccc3[nH]2
CHEMBL1109,99.41,Nc1ccc(cc1)S(=O)(=O)Nc2ccnn2c3ccccc3
CHEMBL494505,62.94,CCC(=O)N1CCN(CC1)C(=O)c2cc(CC3=NNC(=O)c4ccccc34)ccc2F
CHEMBL2348645,99.81,CNc1nc(C)c(s1)c2nc(Nc3cccc(c3)N4CCCCC4)ncc2C#N
CHEMBL511115,98.84,COc1ccc(cc1OC2CCCC2)[C@@]3(CC[C@H](CC3)C(=O)O)C#N
CHEMBL236788,70.1,CCOc1cc(CN2CCC(CC2)Nc3oc4ccc(cc4n3)S(=O)(=O)N)cc(OCC)c1N
CHEMBL1300857,99.48,Cc1[nH]c2ccc(cc2c1C)c3oc(SCC(=O)N4CCCc5ccccc45)nn3
CHEMBL82663,94.44,Oc1ccc(CCNCCS(=O)(=O)CCCOCCc2ccccc2)c3sc(O)nc13
CHEMBL210887,91.99,OCCCn1c(NC(=O)c2cccc(c2)[N+](=O)[O-])nc3ccccc13
CHEMBL1824040,88.11,CC(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1
CHEMBL2361579,97.91,Cc1cc2cc(C)c3nnc(SCC(=O)N4CCN(CC4)C(=O)c5occc5)n3c2cc1C
CHEMBL1950729,44.84,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(C2)C(=O)c3ccccc3
CHEMBL1363,31.87,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1
CHEMBL2349321,99.8,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Sc13
CHEMBL2179277,97.13,CC1=CN([C@H]2CCCN(C2)[C@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O
CHEMBL2316109,98.7,C[S+]([O-])Cc1ccc(C(=O)Nc2cccnc2C(=O)NCC3CCC3)c4ccccc14
CHEMBL550410,97.32,Fc1cccc(CNC(=O)NC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)c1
CHEMBL2062564,98.09,CC(=O)Nc1ccc2cnn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1
CHEMBL235579,94.56,Clc1ccc(O[C@H]2CCCNC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4
CHEMBL407960,98.58,COc1ccc(OC)c(CNc2n[nH]c3ccnc(Oc4ccccc4)c23)c1
CHEMBL2325635,99.19,Clc1ccc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3ncc(Cl)s3)c(c1)c4ccnn4C5CNC5
CHEMBL60066,53.45,[O-][n+]1cc(ccc1Cl)C(=O)Nc2ccc(F)cc2
CHEMBL1951075,71.99,COc1cc(OC)c(cc1NC(=O)NCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23
CHEMBL1086473,98.29,CCCCc1nc2c(N)nc3ccccc3c2n1Cc4ccccc4
CHEMBL1073,99.12,Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3
CHEMBL2164395,90.72,FC(F)(F)COc1ccc(CNC(=O)C2N(CCc3ccccn3)C(=O)c4ccccc24)cn1
CHEMBL1940832,71.53,O[C@@H](CNCCc1ccc(NC[C@H](O)c2ccccc2)cc1)c3ccc(O)c(NC=O)c3
CHEMBL88,20.08,ClCCN(CCCl)P1(=O)NCCCO1
CHEMBL2158818,99.36,OC(=O)C(N1CCO[C@H](CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)C1)c4ccccc4
CHEMBL2147475,99.39,COc1cc(ccc1OC[C@H](OP(=O)(O)O)C2CC2)N3C=Nc4cc(sc4C3=O)c5ccc(Cl)cc5
CHEMBL1917449,95.72,CC(=O)Nc1cccc2c1c(c(C)n2CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3
CHEMBL275955,67.12,NC1=NC(Cc2ccc(F)cc12)c3ccc(F)cc3
CHEMBL1824031,97.38,Brc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1
CHEMBL2206790,95.43,COCC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4ccc(C)cn4
CHEMBL2207603,97.6,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N2c3ccccc3Oc4ccccc24
CHEMBL1734492,97,NC(=O)NC(=O)C(Nc1ccc2CCCc2c1)c3ccccc3
CHEMBL2164371,90.52,FC(F)(F)Oc1ccc(CNC(=O)C2N(C3CCOCC3)C(=O)c4ccccc24)cc1
CHEMBL2158790,96.79,Cc1c(Cl)c(Cl)ccc1OC2CCN(CC3CCN(CC3)[C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC2
CHEMBL1483,95.43,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
CHEMBL2324423,99.59,Fc1cc(c(Oc2ccc(cc2C#N)S(=O)(=O)Nc3ncns3)cc1Cl)c4ccnnc4
CHEMBL521407,98.21,CN1CCN(CC1)c2ccc3ncc(C(=O)N)c(Nc4ccc(Cl)cc4Cl)c3c2
CHEMBL284237,47.12,C[C@]12N[C@H](Cc3ccccc13)c4ccccc24
CHEMBL461574,98.81,Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1C(=O)Nc3cnc(C)s3
CHEMBL436826,99.53,CCOc1ccc(cc1)N2C(=O)c3ccccc3N=C2[C@@H](C)N(Cc4cccnc4)C(=O)Cc5ccc(cc5)C(F)(F)F
CHEMBL6966,89.27,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC
CHEMBL412142,98.13,Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(cn3)C#N)nc2c4ccc(Cl)cc4Cl
CHEMBL1191,93.53,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
CHEMBL259850,99.68,COc1ccc(CNC(=O)Nc2ncc(s2)[N+](=O)[O-])cc1
CHEMBL2152918,86.05,CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(cc3C24N=C(C)C(=N4)N)c5cncc(Br)c5
CHEMBL511444,98.4,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3cccc4ccccc34)[C@@H]12)C(C)(C)C
CHEMBL212432,75.12,N\C(=N/C(=O)c1nc(Cl)c(N)nc1N)\NCCCCc2ccc(OCC(O)CO)cc2
CHEMBL182380,67.12,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4ccc(cc4)S(=O)(=O)C
CHEMBL1934268,98.37,CCn1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2
CHEMBL1539841,99.67,Cc1nc2ccc(NS(=O)(=O)c3ccc4OCCOc4c3)cc2s1
CHEMBL397237,98.04,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13
CHEMBL453,91.28,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
CHEMBL1652621,94.56,CN(Cc1oc2ccccc2c1C)C(=O)\C=C\c3cnc4NC(=O)CCc4c3
CHEMBL319111,99.6,O=C1N(c2ccccc2)c3ccccc3C1(Cc4ccncc4)Cc5ccncc5
CHEMBL1352372,89.05,Nc1nc2OC(COc3ccccc3)Cc2c(N)c1C#N
CHEMBL471412,99.67,COc1ccc(N(C(C(=O)NC2CCCC2)c3ccccc3F)C(=O)c4ccccc4)c(OC)c1
CHEMBL1800659,94.68,CCCCN(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3
CHEMBL510386,99.7,FC(F)(F)c1cccc(c1)C(=O)Nc2ccc(Cl)c(c2)C(=O)Nc3cccnc3
CHEMBL2338400,69.12,CC(C)(C)NC(=O)NCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1
CHEMBL2068817,93.1,COc1ccccc1CN(C(=O)C)c2cnccc2Oc3ccccc3
CHEMBL1645107,88.11,Nc1nc2ccc(cc2s1)c3ccncc3
CHEMBL93484,25.31,CC1N=C(N)N=C(N)N1c2ccc(Cl)cc2
CHEMBL191003,81.01,Nc1nc(Nc2ccc(cc2)S(=O)(=O)N)nn1C(=O)c3c(F)cccc3F
CHEMBL1534781,96,COc1cnc(nc1N(C)c2ccccc2)c3ccccn3
CHEMBL517437,99.6,FC(F)(F)c1cccc(c1)C(=O)Nc2ccc(Cl)c(c2)C(=O)Nc3cncs3
CHEMBL2011927,86.59,COc1ccc(cc1)c2nc3c(OCC4CCNCC4)c(Br)cnc3[nH]2
CHEMBL1515,18.99,CN1C=CNC1=S
CHEMBL669,92.16,CN(C)CCC=C1c2ccccc2C=Cc3ccccc13
CHEMBL564737,91.1,OC(=O)c1ccccc1c2ccc(Cl)c(c2)C(=O)NCC3(O)CCCCCC3
CHEMBL481230,67.12,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(cnc2cc1OCCN(C)CCO)C(=O)N
CHEMBL2208430,98.09,O[C@H](CNC(=O)c1c[nH]c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL1087898,82.72,C[C@H](Nc1cncc(Nc2ncc(C)s2)n1)c3ncc(F)cn3
CHEMBL2207670,68.13,CS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(C#N)c(Cl)c4
CHEMBL204825,58.55,Oc1nnc(Cc2cccc(c2)C(=O)N3CCOCC3)c4ccccc14
CHEMBL1650729,91.46,C[C@H](Nc1ncc(Br)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3
CHEMBL51594,56.86,C1Cc2ccccc2CN1c3ccncc3
CHEMBL2179269,98.44,C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
CHEMBL1807849,77.21,Nc1nc(OCC2CCC2)nc3c1ncn3[C@@H]4O[C@H](CF)[C@@H](O)[C@H]4O
CHEMBL1468264,88.82,COc1cc(OC)c2nc(C)c3CCN(c4ccc(O)cc4)c3c2c1
CHEMBL2179273,98.81,CCC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
CHEMBL2048864,92.16,Clc1cccc(\C=C\2/SC(=O)NC2=O)c1N3CCNCC3
CHEMBL1957845,78.01,Fc1cccc(CN2C=CN3C(=O)C=C(N=C23)N4CCOCC4)c1
CHEMBL480057,99.19,COc1cc2ncc(C(=O)N)c(Nc3ccccc3C)c2cc1OC
CHEMBL457,99.77,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
CHEMBL2207658,97.86,O[C@H](CNC(=O)c1c[nH]nc1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
CHEMBL2335867,98.61,COCCNC(=O)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4C)cc1
CHEMBL103667,99.66,Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(OCCN4CCOCC4)c5ccccc35)C(C)(C)C
CHEMBL254497,98.89,CC(C)(C)OC(=O)N[C@H](Cc1ccccc1C(F)(F)F)C(=O)NCc2nc3cccnc3n2Cc4ccccc4
CHEMBL2322164,87.37,COc1ccc(cc1C#N)c2cc(O)nc(N)n2
CHEMBL1778612,99.59,OC(=O)COc1ccc(cc1c2ccccc2)[N+](=O)[O-]
CHEMBL1823817,58.55,COC[C@H](O)CN1C(=O)C=NN(C1=O)c2ccc(Cl)c(c2)C(=O)NCC3(O)CCCCCC3
CHEMBL1090940,92.32,CCCCCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O
CHEMBL1381135,83.68,COc1cnc(nc1N(C)C)c2ccccn2
CHEMBL81,99.5,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4
CHEMBL472,99.88,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3
CHEMBL1358402,84,CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C3(O)C(=O)CC(C)(OC13C)C=C
CHEMBL2208428,91.28,CS(=O)(=O)c1ccccc1C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
CHEMBL2059376,85.19,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C(=O)NC)n4ccc(n4)C(F)(F)F
CHEMBL1235773,91.1,COc1ccc2ncc(C#N)c(CCN3CCC(CC3)NCc4cc5SCOc5cn4)c2c1
CHEMBL481557,91.64,CCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCOCC4
CHEMBL1020,99.72,Cc1ccc(cc1)C(=O)c2ccc(CC(=O)O)n2C
CHEMBL2158772,91.64,Cc1ccccc1C[C@H](N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)C(=O)O
CHEMBL398338,99.78,CC(C)(C)c1ccc2[C@@H](CCc2c1)NC(=O)Nc3cccc4[nH]ncc34
CHEMBL213029,99.01,COc1ccc2c(c1)c(CC(=O)O)c(C)n2c3ccnc4cc(Cl)ccc34
CHEMBL782,98.09,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
CHEMBL2179275,97.26,CC(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
CHEMBL378730,99.44,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(Cl)cccc34
CHEMBL1778643,94.32,CCc1ccc(OCC(=O)O)c(c1)c2ccc(cc2)S(=O)(=O)C
CHEMBL211677,99.6,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3cc(C)nc4ccccc34
CHEMBL57531,88.59,Nc1ncc2cc(c(N)nc2n1)c3c(Br)cccc3Br
CHEMBL27890,99.89,COc1ccc2C(=CC(=O)N(Cc3ccc(cc3)c4ccccc4c5nn[nH]n5)c2c1)O
CHEMBL481212,93.94,CCOc1cc2ncc(C(=O)N)c(Nc3cc(C)ccc3F)c2cc1N4CCN(C)CC4
CHEMBL2062568,97.38,CC(=O)Nc1ccc2CCCN(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1
CHEMBL509973,97.81,CC(NC(=O)c1cc2ccccc2[nH]1)c3ccccc3
CHEMBL2,96,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4
CHEMBL112,26.64,CC(=O)Nc1ccc(O)cc1
CHEMBL343199,94.56,CCOC(=O)Nc1cc2NCCC(=Nc2c(N)n1)c3ccccc3
CHEMBL1950845,93.24,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(C2)[C@@H]3CCCc4ccccc34
CHEMBL2349335,99.56,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13
CHEMBL416,92.32,COc1c2OC(=O)C=Cc2cc3ccoc13
CHEMBL2062563,98.61,CC(=O)Nc1ccc2ccn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1
CHEMBL1486109,97.6,COc1ccc(cc1)c2onc(n2)c3ccccn3
CHEMBL522460,64.54,Cc1ccccc1CN2CCC(CC2)N3CCC(CC3)N4C(=O)Nc5ccccc45
CHEMBL2207226,99.01,COc1cc(OC)c(cc1NC(=O)Cc2ccnc(F)c2)S(=O)(=O)N3c4ccccc4Oc5ccccc35
CHEMBL2337982,47.12,O=C(CN1CCN(CCC2CCOCC2)CC1)NC34CC5CC(CC(C5)C3)C4
CHEMBL1939414,64.54,Nc1nc(Nc2cccc(Br)c2)c3nc[nH]c3n1
CHEMBL2207600,95.12,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N(c2ccc(C)cc2)c3ccc(C)cc3
